"id","age"
"E14000952",45.3
"E14000953",43.9
"E14000954",45
"E14000955",33.6
"E14000956",31.9
"E14000957",43.1
"E14000958",47.8
"E14000959",41.6
"E14000960",39.4
"E14000961",45.6
"E14000962",43.1
"E14000963",42.6
"E14000964",49.4
"E14000965",43.5
"E14000966",48
"E14000967",40.6
"E14000968",38.8
"E14000969",37.9
"E14000970",39.9
"E14000971",40.7
"E14000972",35.4
"E14000973",39
"E14000974",40.7
"E14000975",48.7
"E14000976",43.4
"E14000977",48.6
"E14000978",33.1
"E14000979",39.1
"E14000980",45.8
"E14000981",51.2
"E14000982",40.6
"E14000983",43.3
"E14000984",39.6
"E14000985",44.8
"E14000986",42.6
"E14000987",46.5
"E14000988",45
"E14000989",38
"E14000990",45
"E14000991",48.7
"E14000992",41.8
"E14000993",49.7
"E14000994",45.7
"E14000995",35.4
"E14000996",49.1
"E14000997",42.9
"E14000998",33.4
"E14000999",47.3
"E14001000",50.4
"E14001001",51.8
"E14001002",33.5
"E14001003",44.3
"E14001004",42.3
"E14001005",40.3
"E14001006",44.4
"E14001007",34.6
"E14001008",32.1
"E14001009",41.2
"E14001010",42.3
"E14001011",37
"E14001012",34.9
"E14001013",33.9
"E14001014",45.7
"E14001015",41.3
"E14001016",34.8
"E14001017",41.7
"E14001018",42.1
"E14001019",38.1
"E14001020",42.1
"E14001021",37.3
"E14001022",46.6
"E14001023",47.3
"E14001024",43.9
"E14001025",41.5
"E14001026",48
"E14001027",34.8
"E14001028",42.2
"E14001029",37.5
"E14001030",36.3
"E14001031",52
"E14001032",31.3
"E14001033",43.1
"E14001034",38.9
"E14001035",50.6
"E14001036",35.7
"E14001037",50.7
"E14001038",44.6
"E14001039",41.9
"E14001040",37.3
"E14001041",42.4
"E14001042",41.8
"E14001043",46.9
"E14001044",48.3
"E14001045",44.6
"E14001046",44.2
"E14001047",40.2
"E14001048",40.6
"E14001049",37
"E14001050",37.1
"E14001051",39.5
"E14001052",38.1
"E14001053",46.8
"E14001054",38
"E14001055",48.8
"E14001056",37.4
"E14001057",48.1
"E14001058",46.2
"E14001059",36.8
"E14001060",45.1
"E14001061",32.6
"E14001062",45.4
"W07000041",47.6
"W07000042",46.2
"W07000043",41.5
"W07000044",42
"W07000045",43.8
"W07000046",45.7
"W07000047",35.3
"W07000048",38
"W07000049",41.9
"W07000050",26.3
"W07000051",39.7
"W07000052",41.5
"W07000053",41.7
"W07000054",49
"W07000055",38.5
"W07000056",40.4
"W07000057",36.3
"W07000058",49.1
"W07000059",48.9
"W07000060",45.2
"W07000061",49.4
"W07000062",43.2
"W07000063",48.4
"W07000064",45.7
"W07000065",46.9
"W07000066",47.4
"W07000067",48.8
"W07000068",50.5
"W07000069",44.8
"W07000070",40.9
"W07000071",40.7
"W07000072",43
"W07000073",43.3
"W07000074",41.6
"W07000075",40.3
"W07000076",40.9
"W07000077",42.4
"W07000078",43.2
"W07000079",37.6
"W07000080",35
"N06000001",39.5
"N06000002",37.6
"N06000003",34.3
"N06000004",34.7
"N06000005",42.7
"N06000006",40.7
"N06000007",38
"N06000008",36.8
"N06000009",40.1
"N06000010",36.3
"N06000011",36.5
"N06000012",40.6
"N06000013",44
"N06000014",38.8
"N06000015",38.1
"N06000016",43.3
"N06000017",37.2
"N06000018",38.6
"S14000001",33.1796478663086
"S14000002",37.7043327556326
"S14000003",40.5600193610842
"S14000004",45.2393272962484
"S14000005",48.3821656050955
"S14000006",46.7058823529412
"S14000007",43.3509513742072
"S14000008",48.1224699828473
"S14000009",47.4111455108359
"S14000010",45.9391129032258
"S14000011",40.912399492171
"S14000012",41.8182644252612
"S14000013",47.9067278287462
"S14000014",48.4024034959942
"S14000015",42.0921773791729
"S14000016",35.2600264433671
"S14000017",41.9591291061879
"S14000018",46.5512978986403
"S14000019",43.9871537535127
"S14000020",43.9513399153738
"S14000021",43.2003129890454
"S14000022",32.825936752591
"S14000023",35.5199418363108
"S14000024",37.0033783783784
"S14000025",34.6621043627032
"S14000026",40.8242470453679
"S14000027",48.0415224913495
"S14000028",42.8783783783784
"S14000029",30.0179362734754
"S14000030",38.0908296943231
"S14000031",31.6618102913825
"S14000032",36.1689627228525
"S14000033",37.3066147859922
"S14000034",38.1295499021526
"S14000035",37.4952380952381
"S14000036",43.3583172147002
"S14000037",42.5132102786826
"S14000038",45.2084721561161
"S14000039",42.9965883244883
"S14000040",43.5699919549477
"S14000041",43.300460475825
"S14000042",44.6119073869901
"S14000043",40.8826852775008
"S14000044",40.2516363636364
"S14000045",41.4918404351768
"S14000046",44.2320089955023
"S14000047",40.2999552972731
"S14000048",46.420300476365
"S14000049",44.1305057096248
"S14000050",45.5791569863923
"S14000051",44.8626328699918
"S14000052",42.389592760181
"S14000053",42.9213426853707
"S14000054",45.189229618549
"S14000055",47.7903461725987
"S14000056",41.3103323699422
"S14000057",41.6200852676457
"S14000058",43.0054813292223
"S14000059",42.5802219979818
